crap: complexity measured from source for 1859/1970 clauses (94.4%); 111 not gated (templates / generated / macro-injected).
crap: 18/1445 functions have no coverage data and are NOT gated. Pass --on-no-coverage zero to treat them as uncovered, or check your --coverdata is complete.
FUNCTION                                                     CC  COV%   CRAP
Mut.Mutator.Membership.shape_matches?/1                      2   100.0  2.0 
Mut.Mutator.NegateConditional.applicable?/2                  2   100.0  2.0 
Mut.Mutator.NegateConditional.description/0                  1   0.0    2.0 
Mut.Mutator.NegateConditional.if_no_else?/2                  2   100.0  2.0 
Mut.Mutator.NegateConditional.mutate/2                       2   100.0  2.0 
Mut.Mutator.NegateConditional.name/0                         1   0.0    2.0 
Mut.Mutator.NegateConditional.unless_no_else?/2              2   100.0  2.0 
Mut.Mutator.NilLiteral.description/0                         1   0.0    2.0 
Mut.Mutator.NilLiteral.equivalent?/1                         1   0.0    2.0 
Mut.Mutator.NilLiteral.mutate/2                              2   100.0  2.0 
Mut.Mutator.NilLiteral.nil_literal?/1                        2   100.0  2.0 
Mut.Mutator.Pin.description/0                                1   0.0    2.0 
Mut.Mutator.Pin.mutate/2                                     2   100.0  2.0 
Mut.Mutator.PipelineDropStage.description/0                  1   0.0    2.0 
Mut.Mutator.PipelineDropStage.equivalent?/1                  1   0.0    2.0 
Mut.Mutator.PipelineDropStage.flatten_pipeline/1             2   100.0  2.0 
Mut.Mutator.PipelineDropStage.mutate/2                       2   100.0  2.0 
Mut.Mutator.PipelineDropStage.pipeline_top?/1                2   100.0  2.0 
Mut.Mutator.ReceiveTimeout.applicable?/2                     2   100.0  2.0 
Mut.Mutator.ReceiveTimeout.build_mutations/1                 2   100.0  2.0 
Mut.Mutator.ReceiveTimeout.description/0                     1   0.0    2.0 
Mut.Mutator.ReceiveTimeout.equivalent?/1                     1   0.0    2.0 
Mut.Mutator.ReceiveTimeout.mutate/2                          2   100.0  2.0 
Mut.Mutator.StatementDelete.description/0                    1   0.0    2.0 
Mut.Mutator.StatementDelete.mutate/2                         2   100.0  2.0 
Mut.Mutator.StringLiteral.description/0                      1   0.0    2.0 
Mut.Mutator.StringLiteral.mutate/2                           2   100.0  2.0 
Mut.Mutator.UnaryNot.description/0                           1   0.0    2.0 
Mut.Mutator.UnaryNot.mutate/2                                2   100.0  2.0 
Mut.Mutator.VariableReplace.alternatives/1                   2   100.0  2.0 
Mut.Mutator.VariableReplace.description/0                    1   0.0    2.0 
Mut.Mutator.VariableReplace.equivalent?/1                    1   0.0    2.0 
Mut.Mutator.VariableReplace.mutate/2                         2   100.0  2.0 
Mut.Mutator.VariableToLiteral.compatible?/2                  1   0.0    2.0 
Mut.Mutator.VariableToLiteral.description/0                  1   0.0    2.0 
Mut.Mutator.VariableToLiteral.equivalent?/1                  1   0.0    2.0 
Mut.Mutator.VariableToLiteral.mutate/2                       2   100.0  2.0 
Mut.Oracle.canonical_site/1                                  1   0.0    2.0 
Mut.Oracle.decode_function/1                                 2   100.0  2.0 
Mut.Oracle.decode_module/1                                   2   100.0  2.0 
Mut.Oracle.decode_site/1                                     2   100.0  2.0 
Mut.Oracle.ensure_started/0                                  2   100.0  2.0 
Mut.Oracle.json_dump/0                                       1   0.0    2.0 
Mut.Oracle.lookup_by_key/1                                   1   0.0    2.0 
Mut.Oracle.put_site/1                                        1   0.0    2.0 
Mut.OracleBuild.output_tail/1                                1   0.0    2.0 
Mut.OracleBuild.run_id/0                                     1   0.0    2.0 
Mut.Orchestrator.attribute_fallback_results/4                2   100.0  2.0 
Mut.Orchestrator.dispatch_context/2                          2   100.0  2.0 
Mut.Orchestrator.dispatch_detail/1                           1   0.0    2.0 
Mut.Orchestrator.end_byte/1                                  2   100.0  2.0 
Mut.Orchestrator.fallback_result/4                           2   100.0  2.0 
Mut.Orchestrator.files/2                                     2   100.0  2.0 
Mut.Orchestrator.literal_schema_context/1                    1   0.0    2.0 
Mut.Orchestrator.mutant/7                                    2   100.0  2.0 
Mut.Orchestrator.mutant_ignore_skip/1                        1   0.0    2.0 
Mut.Orchestrator.mutant_module/2                             2   100.0  2.0 
Mut.Orchestrator.mutations/6                                 2   100.0  2.0 
Mut.Orchestrator.span_tuple/1                                2   100.0  2.0 
Mut.Orchestrator.start_byte/1                                2   100.0  2.0 
Mut.Plan.find_by_stable_id/2                                 1   0.0    2.0 
Mut.ProcessTree.child_pids/1                                 2   100.0  2.0 
Mut.Reporter.GitHubActions.emit/1                            1   0.0    2.0 
Mut.Reporter.Html.plural/1                                   2   100.0  2.0 
Mut.Reporter.Html.render_files/1                             2   100.0  2.0 
Mut.Reporter.StrykerJson.atom_keyed_counts/1                 2   100.0  2.0 
Mut.Reporter.StrykerJson.mutant_result/2                     2   100.0  2.0 
Mut.Reporter.StrykerJson.render/4                            2   100.0  2.0 
Mut.Reporter.StrykerJson.require_location/3                  2   100.0  2.0 
Mut.Reporter.StrykerJson.require_status/3                    2   100.0  2.0 
Mut.Reporter.StrykerJson.require_string/4                    2   100.0  2.0 
Mut.Reporter.StrykerJson.selection_extension/1               2   100.0  2.0 
Mut.Reporter.StrykerJson.status/1                            2   100.0  2.0 
Mut.Reporter.StrykerJson.validate/1                          2   100.0  2.0 
Mut.Reporter.Terminal.colors?/0                              2   100.0  2.0 
Mut.Reporter.Terminal.engine_line/3                          2   100.0  2.0 
Mut.Reporter.Terminal.planned_total/1                        2   100.0  2.0 
Mut.Reporter.Terminal.surviving_block/1                      2   100.0  2.0 
Mut.Runtime.set_active/1                                     2   100.0  2.0 
Mut.Sandbox.checkin/2                                        2   100.0  2.0 
Mut.Sandbox.checkout/1                                       2   100.0  2.0 
Mut.Sandbox.run_id/0                                         1   0.0    2.0 
Mut.Sandbox.sha256/1                                         2   100.0  2.0 
Mut.SchemaBuild.output_tail/1                                1   0.0    2.0 
Mut.SchemaBuild.run_id/0                                     1   0.0    2.0 
Mut.SchemaBuild.snapshot_glob/2                              2   100.0  2.0 
Mut.SchemaPlacer.block_with_hoist/2                          2   100.0  2.0 
Mut.SchemaPlacer.enclosing_function_body_path/1              2   100.0  2.0 
Mut.SchemaPlacer.function_head_path?/1                       2   100.0  2.0 
Mut.SchemaPlacer.instrument_file/2                           2   100.0  2.0 
Mut.SchemaPlacer.maybe_pop_def/2                             2   100.0  2.0 
Mut.SchemaPlacer.maybe_push_def/3                            2   100.0  2.0 
Mut.SchemaPlacer.original_line/1                             2   100.0  2.0 
Mut.SchemaPlacer.same_file?/2                                2   100.0  2.0 
Mut.SchemaPlacer.scrutinee/1                                 2   100.0  2.0 
Mut.SourceParse.parse_string/2                               2   100.0  2.0 
Mut.SourceSpan.Compute.first_codepoints_bytes/2              2   100.0  2.0 
Mut.StableId.normalize_source/1                              2   100.0  2.0 
Mut.StableId.offset/2                                        2   100.0  2.0 
Mut.TestSelection.Coverage.convention_priority/2             2   100.0  2.0 
Mut.TestSelection.Coverage.killer_priority/2                 2   100.0  2.0 
Mut.TestSelection.Coverage.normalize_test_files/2            2   100.0  2.0 
Mut.TestSelection.Coverage.normalize_test_path/2             2   100.0  2.0 
Mut.TestSelection.Coverage.static_analysis/1                 2   100.0  2.0 
Mut.TestSelection.Static.path_mirror_tests/2                 2   100.0  2.0 
Mut.TestSelection.Static.quote_node?/1                       2   100.0  2.0 
Mut.TestSelection.Static.safe_module_concat/1                2   100.0  2.0 
Mut.Trace.generated_context?/2                               2   100.0  2.0 
Mut.Trace.project_root/0                                     2   100.0  2.0 
Mut.Umbrella.project_ast/1                                   2   100.0  2.0 
Mut.Umbrella.user_mix_path/1                                 2   100.0  2.0 
Mut.WorkCopy.assert_mix_project/1                            2   100.0  2.0 
Mut.Worker.app/1                                             1   0.0    2.0 
Mut.Worker.dep_kinds/1                                       1   0.0    2.0 
Mut.Worker.env/1                                             2   100.0  2.0 
Mut.Worker.fallback_env/0                                    1   0.0    2.0 
Mut.Worker.manifest_path/2                                   1   0.0    2.0 
Mut.Worker.validate_sandbox/1                                2   100.0  2.0 
Mut.Worker.Formatter.decode_line/1                           2   100.0  2.0 
Mut.Worker.Formatter.emit/1                                  1   0.0    2.0 
Mut.Worker.Formatter.format_failures/2                       1   0.0    2.0 
Mut.Worker.Formatter.init/1                                  1   0.0    2.0 
Mut.Worker.Formatter.parse_output/1                          2   100.0  2.0 
Mut.Worker.Formatter.test_file/1                             1   0.0    2.0 
Mut.Cli.files/2                                              1   50.0   1.1 
Mut.Match.Registry.clear/0                                   1   50.0   1.1 
Mut.Match.Registry.register/1                                1   50.0   1.1 
Mut.Runtime.clear/0                                          1   50.0   1.1 
Mut.Mutator.VariableToLiteral.build_mutation/2               1   66.7   1.0 
Mut.Reporter.StrykerJson.unformatted_ast/1                   1   66.7   1.0 
Mut.SchemaBuild.restore_original_sources/2                   1   66.7   1.0 
Mut.SchemaPlacer.hoist_pre/2                                 1   66.7   1.0 
Mut.Trace.Writer.handle_cast/2                               1   66.7   1.0 
Mut.WorkCopy.remove_transient_entries/1                      1   66.7   1.0 
Mut.AstWalk.post/2                                           1   75.0   1.0 
Mut.EnvWalker.byte_to_line_col/2                             1   75.0   1.0 
Mut.MixManifest.read/1                                       1   75.0   1.0 
Mut.SchemaPlacer.pre/2                                       1   75.0   1.0 
Mut.Trace.Writer.init/1                                      1   75.0   1.0 
Mut.AstWalk.pin_pre/2                                        1   80.0   1.0 
Mut.History.Store.write/2                                    1   80.0   1.0 
Mut.FallbackPatch.apply/2                                    1   83.3   1.0 
Mut.JSON.pretty_object/2                                     1   83.3   1.0 
Mut.Mutator.FunctionReplace.build_mutations/2                1   83.3   1.0 
Mut.Sandbox.destroy_pool/1                                   1   83.3   1.0 
Mut.Sandbox.reset/1                                          1   83.3   1.0 
Mut.Coverage.Runner.parse_test_output/4                      1   85.7   1.0 
Mut.ProcessTree.kill_process_tree/1                          1   85.7   1.0 
JSON.Encoder.Mut.Mutant.encode/2                             1   100.0  1.0 
JSON.Encoder.Mut.Oracle.DispatchSite.encode/2                1   100.0  1.0 
Mut.Application.start/2                                      1   100.0  1.0 
Mut.AstWalk.acc/4                                            1   100.0  1.0 
Mut.AstWalk.attribute_candidates/2                           1   100.0  1.0 
Mut.AstWalk.attribute_path?/1                                1   100.0  1.0 
Mut.AstWalk.body_literal_acc/3                               1   100.0  1.0 
Mut.AstWalk.build_clause_candidate/5                         1   100.0  1.0 
Mut.AstWalk.build_map_update_candidate/4                     1   100.0  1.0 
Mut.AstWalk.build_pipeline_candidate/4                       1   100.0  1.0 
Mut.AstWalk.build_receive_timeout_candidate/4                1   100.0  1.0 
Mut.AstWalk.build_sd_candidate/4                             1   100.0  1.0 
Mut.AstWalk.byte_offset/4                                    1   100.0  1.0 
Mut.AstWalk.clause_delete_candidates/2                       1   100.0  1.0 
Mut.AstWalk.conditional_candidates/2                         1   100.0  1.0 
Mut.AstWalk.direct_module_attribute_path?/1                  1   100.0  1.0 
Mut.AstWalk.function_body_path?/1                            1   100.0  1.0 
Mut.AstWalk.leading_whitespace_length/1                      1   100.0  1.0 
Mut.AstWalk.lhs_match_path_walk?/1                           1   100.0  1.0 
Mut.AstWalk.map_update_drop_candidates/2                     1   100.0  1.0 
Mut.AstWalk.parse_marked/2                                   1   100.0  1.0 
Mut.AstWalk.path_hash/1                                      1   100.0  1.0 
Mut.AstWalk.pin_candidates/2                                 1   100.0  1.0 
Mut.AstWalk.pipe_right_path?/1                               1   100.0  1.0 
Mut.AstWalk.pipeline_drop_candidates/2                       1   100.0  1.0 
Mut.AstWalk.pop_frame/2                                      1   100.0  1.0 
Mut.AstWalk.prune/1                                          1   100.0  1.0 
Mut.AstWalk.push_frame/3                                     1   100.0  1.0 
Mut.AstWalk.receive_timeout_candidates/2                     1   100.0  1.0 
Mut.AstWalk.source_line/2                                    1   100.0  1.0 
Mut.AstWalk.statement_delete_candidates/2                    1   100.0  1.0 
Mut.Bootstrap.Overlay.app_module/1                           1   100.0  1.0 
Mut.Bootstrap.Overlay.render/1                               1   100.0  1.0 
Mut.Bootstrap.Overlay.render/2                               1   100.0  1.0 
Mut.ChildProcess.append_output/2                             1   100.0  1.0 
Mut.ChildProcess.init_state/2                                1   100.0  1.0 
Mut.ChildProcess.open_port/3                                 1   100.0  1.0 
Mut.ChildProcess.port_env/1                                  1   100.0  1.0 
Mut.Cli.atom_list/2                                          1   100.0  1.0 
Mut.Cli.duplicate_cli_option?/1                              1   100.0  1.0 
Mut.Cli.known/1                                              1   100.0  1.0 
Mut.Cli.mutator_mapping/0                                    1   100.0  1.0 
Mut.Cli.output_path/2                                        1   100.0  1.0 
Mut.Cli.reporter_atom/1                                      1   100.0  1.0 
Mut.Cli.target_atom/1                                        1   100.0  1.0 
Mut.Cli.test_paths/1                                         1   100.0  1.0 
Mut.Cli.unknown_mutator_message/1                            1   100.0  1.0 
Mut.CompileRollback.diagnostic_anchors/1                     1   100.0  1.0 
Mut.Config.load/1                                            1   100.0  1.0 
Mut.Config.raise_invalid/1                                   1   100.0  1.0 
Mut.Coverage.Parser.loaded_module_source/2                   1   100.0  1.0 
Mut.Coverage.Parser.merge_sets/1                             1   100.0  1.0 
Mut.Coverage.Runner.child_env/1                              1   100.0  1.0 
Mut.Coverage.Runner.compile/2                                1   100.0  1.0 
Mut.Coverage.Runner.coverage_script/3                        1   100.0  1.0 
Mut.Coverage.Runner.deps_compile/2                           1   100.0  1.0 
Mut.Coverage.Runner.empty_oracle/0                           1   100.0  1.0 
Mut.Coverage.Runner.merge_oracle/2                           1   100.0  1.0 
Mut.Coverage.Runner.merge_set_maps/2                         1   100.0  1.0 
Mut.Coverage.Runner.monotonic_ms/0                           1   100.0  1.0 
Mut.Coverage.Runner.prepend_project_ebins/1                  1   100.0  1.0 
Mut.Coverage.Runner.put_collection_metadata/3                1   100.0  1.0 
Mut.EnvOracle.body_literal_snapshots/1                       1   100.0  1.0 
Mut.EnvOracle.build_macro_index/1                            1   100.0  1.0 
Mut.EnvOracle.from_snapshots/1                               1   100.0  1.0 
Mut.EnvWalker.add_bound_vars/2                               1   100.0  1.0 
Mut.EnvWalker.add_collection_candidate/4                     1   100.0  1.0 
Mut.EnvWalker.build_collection_candidate/4                   1   100.0  1.0 
Mut.EnvWalker.build_literal_candidate/6                      1   100.0  1.0 
Mut.EnvWalker.build_variable_candidate/6                     1   100.0  1.0 
Mut.EnvWalker.collect_literal_candidates/2                   1   100.0  1.0 
Mut.EnvWalker.collect_literal_snapshots/2                    1   100.0  1.0 
Mut.EnvWalker.collect_string_literal_candidates/2            1   100.0  1.0 
Mut.EnvWalker.collect_variable_candidates/2                  1   100.0  1.0 
Mut.EnvWalker.current_bound_vars/1                           1   100.0  1.0 
Mut.EnvWalker.descend_args/2                                 1   100.0  1.0 
Mut.EnvWalker.emit_literal_candidate/6                       1   100.0  1.0 
Mut.EnvWalker.emit_snapshot/3                                1   100.0  1.0 
Mut.EnvWalker.literal_encoder/2                              1   100.0  1.0 
Mut.EnvWalker.mark_other_uses/1                              1   100.0  1.0 
Mut.EnvWalker.path_hash/1                                    1   100.0  1.0 
Mut.EnvWalker.scan_delimited_end/3                           1   100.0  1.0 
Mut.EnvWalker.state_snapshot/1                               1   100.0  1.0 
Mut.EnvWalker.use_key/2                                      1   100.0  1.0 
Mut.EnvWalker.walk/2                                         1   100.0  1.0 
Mut.EnvWalker.walk_in_context/3                              1   100.0  1.0 
Mut.EnvWalker.walk_in_trust/4                                1   100.0  1.0 
Mut.History.Digest.clause_digests/1                          1   100.0  1.0 
Mut.History.Digest.content_digest/1                          1   100.0  1.0 
Mut.History.Digest.normalize/1                               1   100.0  1.0 
Mut.History.Digest.selected_tests_digest/1                   1   100.0  1.0 
Mut.History.Digest.sha/1                                     1   100.0  1.0 
Mut.History.Store.build/3                                    1   100.0  1.0 
Mut.History.Store.decode/1                                   1   100.0  1.0 
Mut.History.Store.default_path/1                             1   100.0  1.0 
Mut.History.Store.from_json/1                                1   100.0  1.0 
Mut.History.Store.gc/3                                       1   100.0  1.0 
Mut.History.Store.record_to_entry/1                          1   100.0  1.0 
Mut.History.Store.reusable_status?/1                         1   100.0  1.0 
Mut.History.Store.to_json/1                                  1   100.0  1.0 
Mut.JSON.decode/1                                            1   100.0  1.0 
Mut.JSON.decode!/1                                           1   100.0  1.0 
Mut.JSON.encode!/1                                           1   100.0  1.0 
Mut.JSON.pretty_encode/1                                     1   100.0  1.0 
Mut.JSON.OrderedObject.new/1                                 1   100.0  1.0 
Mut.LastKiller.lookup/2                                      1   100.0  1.0 
Mut.LastKiller.snapshot/1                                    1   100.0  1.0 
Mut.LastKiller.start_link/1                                  1   100.0  1.0 
Mut.Match.build_candidate_index/1                            1   100.0  1.0 
Mut.Match.build_columnless_candidate_index/1                 1   100.0  1.0 
Mut.Match.build_columnless_oracle_index/1                    1   100.0  1.0 
Mut.Match.build_oracle_index/1                               1   100.0  1.0 
Mut.Match.candidate_key/1                                    1   100.0  1.0 
Mut.Match.dedupe_by_path_hash/1                              1   100.0  1.0 
Mut.Match.sites_at/3                                         1   100.0  1.0 
Mut.Metrics.base_match_distribution/0                        1   100.0  1.0 
Mut.Metrics.build_snapshot/1                                 1   100.0  1.0 
Mut.Metrics.end_phase/2                                      1   100.0  1.0 
Mut.Metrics.engine_count/2                                   1   100.0  1.0 
Mut.Metrics.increment_engine_status/3                        1   100.0  1.0 
Mut.Metrics.increment_map/4                                  1   100.0  1.0 
Mut.Metrics.increment_status/2                               1   100.0  1.0 
Mut.Metrics.init/1                                           1   100.0  1.0 
Mut.Metrics.monotonic_ms/0                                   1   100.0  1.0 
Mut.Metrics.phase_timings/1                                  1   100.0  1.0 
Mut.Metrics.prepend_ledger/2                                 1   100.0  1.0 
Mut.Metrics.record_invalid/2                                 1   100.0  1.0 
Mut.Metrics.record_mutant/3                                  1   100.0  1.0 
Mut.Metrics.record_skipped/2                                 1   100.0  1.0 
Mut.Metrics.selection_snapshot/1                             1   100.0  1.0 
Mut.Metrics.set_selection_mode/2                             1   100.0  1.0 
Mut.Metrics.snapshot/1                                       1   100.0  1.0 
Mut.Metrics.start_link/1                                     1   100.0  1.0 
Mut.Metrics.start_phase/2                                    1   100.0  1.0 
Mut.MixManifest.direct_dep?/3                                1   100.0  1.0 
Mut.MixManifest.direct_dependent_list/3                      1   100.0  1.0 
Mut.MixManifest.merge/2                                      1   100.0  1.0 
Mut.MixManifest.module_sources/1                             1   100.0  1.0 
Mut.MixManifest.modules_for_sources/2                        1   100.0  1.0 
Mut.MixManifest.parse/1                                      1   100.0  1.0 
Mut.MixManifest.prefix_sources/2                             1   100.0  1.0 
Mut.MixManifest.reject_sources/2                             1   100.0  1.0 
Mut.MixManifest.sources/1                                    1   100.0  1.0 
Mut.Mutator.Arithmetic.build_mutations/1                     1   100.0  1.0 
Mut.Mutator.Arithmetic.candidate/2                           1   100.0  1.0 
Mut.Mutator.Arithmetic.equivalent?/1                         1   100.0  1.0 
Mut.Mutator.Arithmetic.name/0                                1   100.0  1.0 
Mut.Mutator.Arithmetic.targets/0                             1   100.0  1.0 
Mut.Mutator.AtomLiteral.build_mutations/1                    1   100.0  1.0 
Mut.Mutator.AtomLiteral.compatible?/2                        1   100.0  1.0 
Mut.Mutator.AtomLiteral.name/0                               1   100.0  1.0 
Mut.Mutator.AtomLiteral.targets/0                            1   100.0  1.0 
Mut.Mutator.AttributeLiteral.build_mutations/1               1   100.0  1.0 
Mut.Mutator.AttributeLiteral.compatible?/2                   1   100.0  1.0 
Mut.Mutator.AttributeLiteral.equivalent?/1                   1   100.0  1.0 
Mut.Mutator.AttributeLiteral.mutation/3                      1   100.0  1.0 
Mut.Mutator.AttributeLiteral.name/0                          1   100.0  1.0 
Mut.Mutator.AttributeLiteral.targets/0                       1   100.0  1.0 
Mut.Mutator.BitwiseOperator.build_mutations/1                1   100.0  1.0 
Mut.Mutator.BitwiseOperator.candidate/2                      1   100.0  1.0 
Mut.Mutator.BitwiseOperator.targets/0                        1   100.0  1.0 
Mut.Mutator.Boolean.build_mutations/1                        1   100.0  1.0 
Mut.Mutator.Boolean.candidate/2                              1   100.0  1.0 
Mut.Mutator.Boolean.equivalent?/1                            1   100.0  1.0 
Mut.Mutator.Boolean.name/0                                   1   100.0  1.0 
Mut.Mutator.Boolean.targets/0                                1   100.0  1.0 
Mut.Mutator.BooleanLiteral.compatible?/2                     1   100.0  1.0 
Mut.Mutator.BooleanLiteral.targets/0                         1   100.0  1.0 
Mut.Mutator.ClauseDelete.mutation/3                          1   100.0  1.0 
Mut.Mutator.ClauseDelete.name/0                              1   100.0  1.0 
Mut.Mutator.ClauseDelete.targets/0                           1   100.0  1.0 
Mut.Mutator.CollectionEmpty.compatible?/2                    1   100.0  1.0 
Mut.Mutator.CollectionEmpty.empty_mutation/4                 1   100.0  1.0 
Mut.Mutator.CollectionEmpty.name/0                           1   100.0  1.0 
Mut.Mutator.CollectionEmpty.targets/0                        1   100.0  1.0 
Mut.Mutator.ComparisonBoundary.build_mutations/1             1   100.0  1.0 
Mut.Mutator.ComparisonBoundary.candidate/2                   1   100.0  1.0 
Mut.Mutator.ComparisonBoundary.equivalent?/1                 1   100.0  1.0 
Mut.Mutator.ComparisonBoundary.name/0                        1   100.0  1.0 
Mut.Mutator.ComparisonBoundary.targets/0                     1   100.0  1.0 
Mut.Mutator.ComparisonNegation.build_mutations/1             1   100.0  1.0 
Mut.Mutator.ComparisonNegation.candidate/2                   1   100.0  1.0 
Mut.Mutator.ComparisonNegation.equivalent?/1                 1   100.0  1.0 
Mut.Mutator.ComparisonNegation.name/0                        1   100.0  1.0 
Mut.Mutator.ComparisonNegation.targets/0                     1   100.0  1.0 
Mut.Mutator.ConcatOperator.build_mutations/1                 1   100.0  1.0 
Mut.Mutator.ConcatOperator.candidate/2                       1   100.0  1.0 
Mut.Mutator.ConcatOperator.equivalent?/1                     1   100.0  1.0 
Mut.Mutator.ConcatOperator.name/0                            1   100.0  1.0 
Mut.Mutator.ConcatOperator.targets/0                         1   100.0  1.0 
Mut.Mutator.Defaults.default_on/0                            1   100.0  1.0 
Mut.Mutator.Defaults.graduated_pattern_literal_mutators/0    1   100.0  1.0 
Mut.Mutator.Defaults.list/0                                  1   100.0  1.0 
Mut.Mutator.FloatLiteral.build_mutations/1                   1   100.0  1.0 
Mut.Mutator.FloatLiteral.compatible?/2                       1   100.0  1.0 
Mut.Mutator.FloatLiteral.name/0                              1   100.0  1.0 
Mut.Mutator.FloatLiteral.targets/0                           1   100.0  1.0 
Mut.Mutator.FunctionReplace.equivalent?/1                    1   100.0  1.0 
Mut.Mutator.FunctionReplace.name/0                           1   100.0  1.0 
Mut.Mutator.FunctionReplace.targets/0                        1   100.0  1.0 
Mut.Mutator.GuardBoolean.name/0                              1   100.0  1.0 
Mut.Mutator.GuardBoolean.targets/0                           1   100.0  1.0 
Mut.Mutator.GuardComparisonBoundary.build_mutations/1        1   100.0  1.0 
Mut.Mutator.GuardComparisonBoundary.equivalent?/1            1   100.0  1.0 
Mut.Mutator.GuardComparisonBoundary.name/0                   1   100.0  1.0 
Mut.Mutator.GuardComparisonBoundary.targets/0                1   100.0  1.0 
Mut.Mutator.GuardComparisonNegation.build_mutations/1        1   100.0  1.0 
Mut.Mutator.GuardComparisonNegation.equivalent?/1            1   100.0  1.0 
Mut.Mutator.GuardComparisonNegation.name/0                   1   100.0  1.0 
Mut.Mutator.GuardComparisonNegation.targets/0                1   100.0  1.0 
Mut.Mutator.GuardTypeTest.build_mutations/1                  1   100.0  1.0 
Mut.Mutator.GuardTypeTest.equivalent?/1                      1   100.0  1.0 
Mut.Mutator.GuardTypeTest.name/0                             1   100.0  1.0 
Mut.Mutator.GuardTypeTest.targets/0                          1   100.0  1.0 
Mut.Mutator.IntegerLiteral.compatible?/2                     1   100.0  1.0 
Mut.Mutator.IntegerLiteral.targets/0                         1   100.0  1.0 
Mut.Mutator.MapUpdateDrop.build_mutation/1                   1   100.0  1.0 
Mut.Mutator.MapUpdateDrop.name/0                             1   100.0  1.0 
Mut.Mutator.MapUpdateDrop.targets/0                          1   100.0  1.0 
Mut.Mutator.Membership.build_mutations/1                     1   100.0  1.0 
Mut.Mutator.Membership.candidate/2                           1   100.0  1.0 
Mut.Mutator.Membership.equivalent?/1                         1   100.0  1.0 
Mut.Mutator.Membership.targets/0                             1   100.0  1.0 
Mut.Mutator.NegateConditional.compatible?/2                  1   100.0  1.0 
Mut.Mutator.NegateConditional.equivalent?/1                  1   100.0  1.0 
Mut.Mutator.NegateConditional.mutation/4                     1   100.0  1.0 
Mut.Mutator.NegateConditional.targets/0                      1   100.0  1.0 
Mut.Mutator.NilLiteral.build_mutations/1                     1   100.0  1.0 
Mut.Mutator.NilLiteral.compatible?/2                         1   100.0  1.0 
Mut.Mutator.NilLiteral.name/0                                1   100.0  1.0 
Mut.Mutator.NilLiteral.targets/0                             1   100.0  1.0 
Mut.Mutator.Pin.build_mutations/1                            1   100.0  1.0 
Mut.Mutator.Pin.compatible?/2                                1   100.0  1.0 
Mut.Mutator.Pin.equivalent?/1                                1   100.0  1.0 
Mut.Mutator.Pin.name/0                                       1   100.0  1.0 
Mut.Mutator.Pin.targets/0                                    1   100.0  1.0 
Mut.Mutator.PipelineDropStage.name/0                         1   100.0  1.0 
Mut.Mutator.PipelineDropStage.targets/0                      1   100.0  1.0 
Mut.Mutator.ReceiveTimeout.name/0                            1   100.0  1.0 
Mut.Mutator.ReceiveTimeout.targets/0                         1   100.0  1.0 
Mut.Mutator.StatementDelete.equivalent?/1                    1   100.0  1.0 
Mut.Mutator.StatementDelete.name/0                           1   100.0  1.0 
Mut.Mutator.StatementDelete.targets/0                        1   100.0  1.0 
Mut.Mutator.StringLiteral.build_mutations/1                  1   100.0  1.0 
Mut.Mutator.StringLiteral.compatible?/2                      1   100.0  1.0 
Mut.Mutator.StringLiteral.name/0                             1   100.0  1.0 
Mut.Mutator.StringLiteral.replacements/0                     1   100.0  1.0 
Mut.Mutator.StringLiteral.targets/0                          1   100.0  1.0 
Mut.Mutator.UnaryNot.build_mutations/1                       1   100.0  1.0 
Mut.Mutator.UnaryNot.candidate/2                             1   100.0  1.0 
Mut.Mutator.UnaryNot.equivalent?/1                           1   100.0  1.0 
Mut.Mutator.UnaryNot.name/0                                  1   100.0  1.0 
Mut.Mutator.UnaryNot.targets/0                               1   100.0  1.0 
Mut.Mutator.VariableReplace.build_mutations/2                1   100.0  1.0 
Mut.Mutator.VariableReplace.compatible?/2                    1   100.0  1.0 
Mut.Mutator.VariableReplace.name/0                           1   100.0  1.0 
Mut.Mutator.VariableReplace.targets/0                        1   100.0  1.0 
Mut.Mutator.VariableToLiteral.name/0                         1   100.0  1.0 
Mut.Mutator.VariableToLiteral.targets/0                      1   100.0  1.0 
Mut.OpaquePolicy.kernel_control_flow?/1                      1   100.0  1.0 
Mut.OpaquePolicy.known_special_form?/1                       1   100.0  1.0 
Mut.OpaquePolicy.opaque_call_trust_level/0                   1   100.0  1.0 
Mut.OpaquePolicy.quote_form?/1                               1   100.0  1.0 
Mut.Oracle.lookup_by_file_line/2                             1   100.0  1.0 
Mut.Oracle.primary_key/1                                     1   100.0  1.0 
Mut.Oracle.put_in_store/2                                    1   100.0  1.0 
Mut.Oracle.sites_at_line?/3                                  1   100.0  1.0 
Mut.Oracle.snapshot/0                                        1   100.0  1.0 
Mut.Oracle.start_link/1                                      1   100.0  1.0 
Mut.OracleBuild.child_env/1                                  1   100.0  1.0 
Mut.Orchestrator.combine_results/1                           1   100.0  1.0 
Mut.Orchestrator.diagnostic_skips/2                          1   100.0  1.0 
Mut.Orchestrator.discover_files/1                            1   100.0  1.0 
Mut.Orchestrator.enabled_fallback_results/5                  1   100.0  1.0 
Mut.Orchestrator.graduated_pattern_active?/1                 1   100.0  1.0 
Mut.Orchestrator.guard_candidate?/1                          1   100.0  1.0 
