crap: complexity measured from source for 1859/1970 clauses (94.4%); 111 not gated (templates / generated / macro-injected).
crap: 18/1445 functions have no coverage data and are NOT gated. Pass --on-no-coverage zero to treat them as uncovered, or check your --coverdata is complete.
FUNCTION                                                     CC  COV%   CRAP
Mut.Cli.concurrency/2                                        3   100.0  3.0 
Mut.Cli.enabled_targets/2                                    3   100.0  3.0 
Mut.Cli.parse/2                                              3   100.0  3.0 
Mut.Cli.reporters/2                                          3   100.0  3.0 
Mut.Cli.string_list/1                                        3   100.0  3.0 
Mut.CompileRollback.locate_mutants/2                         3   100.0  3.0 
Mut.Config.validate/1                                        3   100.0  3.0 
Mut.EnvOracle.at/4                                           3   100.0  3.0 
Mut.EnvSnapshot.body_literal_eligible?/1                     3   100.0  3.0 
Mut.EnvSnapshot.skip_reason_context/1                        3   100.0  3.0 
Mut.EnvWalker.atom_candidate?/2                              3   100.0  3.0 
Mut.EnvWalker.body_eligible?/1                               3   100.0  3.0 
Mut.EnvWalker.clause_head_patterns/1                         3   100.0  3.0 
Mut.EnvWalker.match_literal_candidate?/2                     3   100.0  3.0 
Mut.EnvWalker.string_candidate?/2                            3   100.0  3.0 
Mut.EnvWalker.walk_hinted/3                                  3   100.0  3.0 
Mut.History.Digest.collect_lines/1                           3   100.0  3.0 
Mut.History.Digest.source_digest/2                           3   100.0  3.0 
Mut.History.Reuse.reusable?/2                                3   100.0  3.0 
Mut.History.Store.check_versions/1                           3   100.0  3.0 
Mut.Match.attach/3                                           3   100.0  3.0 
Mut.Match.compatible?/3                                      3   100.0  3.0 
Mut.Metrics.add_wall_clock/3                                 3   100.0  3.0 
Mut.Metrics.ledger_entry/3                                   3   100.0  3.0 
Mut.Metrics.record_compile_rollback/3                        3   100.0  3.0 
Mut.MixManifest.dependents/3                                 3   100.0  3.0 
Mut.Mutator.Arithmetic.applicable?/2                         3   100.0  3.0 
Mut.Mutator.Arithmetic.shape_matches?/1                      3   100.0  3.0 
Mut.Mutator.AtomLiteral.applicable?/2                        3   100.0  3.0 
Mut.Mutator.BitwiseOperator.applicable?/2                    3   100.0  3.0 
Mut.Mutator.BitwiseOperator.shape_matches?/1                 3   100.0  3.0 
Mut.Mutator.Boolean.applicable?/2                            3   100.0  3.0 
Mut.Mutator.Boolean.compatible?/2                            3   100.0  3.0 
Mut.Mutator.Boolean.module_accepted?/2                       3   100.0  3.0 
Mut.Mutator.Boolean.shape_matches?/1                         3   100.0  3.0 
Mut.Mutator.CollectionEmpty.applicable?/2                    3   100.0  3.0 
Mut.Mutator.ComparisonBoundary.applicable?/2                 3   100.0  3.0 
Mut.Mutator.ComparisonBoundary.shape_matches?/1              3   100.0  3.0 
Mut.Mutator.ComparisonNegation.applicable?/2                 3   100.0  3.0 
Mut.Mutator.ComparisonNegation.shape_matches?/1              3   100.0  3.0 
Mut.Mutator.ConcatOperator.applicable?/2                     3   100.0  3.0 
Mut.Mutator.ConcatOperator.shape_matches?/1                  3   100.0  3.0 
Mut.Mutator.FloatLiteral.applicable?/2                       3   100.0  3.0 
Mut.Mutator.FunctionReplace.applicable?/2                    3   100.0  3.0 
Mut.Mutator.FunctionReplace.candidate/2                      3   100.0  3.0 
Mut.Mutator.FunctionReplace.compatible?/2                    3   100.0  3.0 
Mut.Mutator.GuardBoolean.applicable?/2                       3   100.0  3.0 
Mut.Mutator.GuardComparisonBoundary.applicable?/2            3   100.0  3.0 
Mut.Mutator.GuardComparisonBoundary.shape_matches?/1         3   100.0  3.0 
Mut.Mutator.GuardComparisonNegation.applicable?/2            3   100.0  3.0 
Mut.Mutator.GuardComparisonNegation.shape_matches?/1         3   100.0  3.0 
Mut.Mutator.GuardTypeTest.applicable?/2                      3   100.0  3.0 
Mut.Mutator.GuardTypeTest.shape_matches?/1                   3   100.0  3.0 
Mut.Mutator.Membership.applicable?/2                         3   100.0  3.0 
Mut.Mutator.NegateConditional.symmetric_branches?/1          3   100.0  3.0 
Mut.Mutator.NilLiteral.applicable?/2                         3   100.0  3.0 
Mut.Mutator.Pin.applicable?/2                                3   100.0  3.0 
Mut.Mutator.Pin.pin?/1                                       3   100.0  3.0 
Mut.Mutator.PipelineDropStage.applicable?/2                  3   100.0  3.0 
Mut.Mutator.PipelineDropStage.build_mutation/2               3   100.0  3.0 
Mut.Mutator.StatementDelete.applicable?/2                    3   100.0  3.0 
Mut.Mutator.StatementDelete.def_node?/1                      3   100.0  3.0 
Mut.Mutator.StringLiteral.applicable?/2                      3   100.0  3.0 
Mut.Mutator.StringLiteral.non_empty_string_literal?/1        3   100.0  3.0 
Mut.Mutator.UnaryNot.applicable?/2                           3   100.0  3.0 
Mut.Mutator.UnaryNot.shape_matches?/1                        3   100.0  3.0 
Mut.Mutator.VariableReplace.variable?/1                      3   100.0  3.0 
Mut.Mutator.VariableToLiteral.variable?/1                    3   100.0  3.0 
Mut.Plan.sort_skipped/1                                      3   100.0  3.0 
Mut.Reporter.StrykerJson.duration/2                          3   100.0  3.0 
Mut.Reporter.Terminal.color/2                                3   100.0  3.0 
Mut.Reporter.Terminal.fallback_kind_lines/1                  3   100.0  3.0 
Mut.SandboxQueue.handle_call/3                               3   100.0  3.0 
Mut.SchemaBuild.build/2                                      3   100.0  3.0 
Mut.SchemaPlacer.maybe_hoist_body/3                          3   100.0  3.0 
Mut.SchemaPlacer.place/2                                     3   100.0  3.0 
Mut.SchemaPlacer.strip_heredoc_delimiters/1                  3   100.0  3.0 
Mut.SourceParse.parse/1                                      3   100.0  3.0 
Mut.TestSelection.Coverage.base_for_plan/4                   3   100.0  3.0 
Mut.TestSelection.Static.literal_alias_part?/1               3   100.0  3.0 
Mut.TestSelection.Static.suffix_convention_tests/2           3   100.0  3.0 
Mut.Worker.args/2                                            3   100.0  3.0 
Mut.Orchestrator.guard_enabled_results/4                     2   40.0   2.9 
Mut.WorkCopy.copy_project/2                                  2   40.0   2.9 
Mut.Worker.bounded_output/2                                  2   42.9   2.7 
Mut.AstWalk.cond_true_clause?/1                              2   50.0   2.5 
Mut.AstWalk.error_only_clause?/1                             2   50.0   2.5 
Mut.AstWalk.in_codegen?/1                                    2   50.0   2.5 
Mut.AstWalk.module_self_ignored?/1                           2   50.0   2.5 
Mut.Cli.maybe_name_list/1                                    2   50.0   2.5 
Mut.Cli.number/1                                             2   50.0   2.5 
Mut.CompileRollback.normalize_file/1                         2   50.0   2.5 
Mut.EnvWalker.first_codepoints_bytes/2                       2   50.0   2.5 
Mut.EnvWalker.resolve_module_alias/2                         2   50.0   2.5 
Mut.FallbackPatch.end_column/1                               2   50.0   2.5 
Mut.FallbackPatch.end_line/1                                 2   50.0   2.5 
Mut.Metrics.maybe_prepend_phase_warning/2                    2   50.0   2.5 
Mut.Mutator.Arithmetic.oracle_compatible?/2                  2   50.0   2.5 
Mut.Mutator.BitwiseOperator.oracle_compatible?/2             2   50.0   2.5 
Mut.Mutator.Boolean.oracle_compatible?/2                     2   50.0   2.5 
Mut.Mutator.BooleanLiteral.boolean_literal?/1                2   50.0   2.5 
Mut.Mutator.ClauseDelete.compatible?/2                       2   50.0   2.5 
Mut.Mutator.ComparisonBoundary.oracle_compatible?/2          2   50.0   2.5 
Mut.Mutator.ComparisonNegation.oracle_compatible?/2          2   50.0   2.5 
Mut.Mutator.ConcatOperator.oracle_compatible?/2              2   50.0   2.5 
Mut.Mutator.FunctionReplace.oracle_compatible?/2             2   50.0   2.5 
Mut.Mutator.IntegerLiteral.integer_literal?/1                2   50.0   2.5 
Mut.Mutator.MapUpdateDrop.compatible?/2                      2   50.0   2.5 
Mut.Mutator.Membership.oracle_compatible?/2                  2   50.0   2.5 
Mut.Mutator.PipelineDropStage.compatible?/2                  2   50.0   2.5 
Mut.Mutator.PipelineDropStage.rebuild_pipeline/1             2   50.0   2.5 
Mut.Mutator.ReceiveTimeout.compatible?/2                     2   50.0   2.5 
Mut.Mutator.StatementDelete.compatible?/2                    2   50.0   2.5 
Mut.Mutator.StringLiteral.equivalent?/1                      2   50.0   2.5 
Mut.Mutator.UnaryNot.oracle_compatible?/2                    2   50.0   2.5 
Mut.Orchestrator.filtered?/2                                 2   50.0   2.5 
Mut.Orchestrator.pair_with_site/2                            2   50.0   2.5 
Mut.Orchestrator.source_globs/1                              2   50.0   2.5 
Mut.Reporter.Html.esc/1                                      2   50.0   2.5 
Mut.Reporter.Html.start_location/1                           2   50.0   2.5 
Mut.Reporter.StrykerJson.atom_string/1                       2   50.0   2.5 
Mut.Reporter.StrykerJson.column/1                            2   50.0   2.5 
Mut.Reporter.StrykerJson.covered_by/1                        2   50.0   2.5 
Mut.Reporter.StrykerJson.put_optional/3                      2   50.0   2.5 
Mut.Reporter.StrykerJson.recompile_categories_extension/1    2   50.0   2.5 
Mut.Reporter.StrykerJson.validate_mutant/4                   2   50.0   2.5 
Mut.Reporter.StrykerJson.validate_schema_version/2           2   50.0   2.5 
Mut.Reporter.Terminal.fallback_wall_pct/1                    2   50.0   2.5 
Mut.Reporter.Terminal.test_timeout_block/1                   2   50.0   2.5 
Mut.Sandbox.source_globs/1                                   2   50.0   2.5 
Mut.SchemaPlacer.maybe_pop_skip/2                            2   50.0   2.5 
Mut.SchemaPlacer.maybe_push_skip/2                           2   50.0   2.5 
Mut.SchemaPlacer.original_and_wildcard_arms?/1               2   50.0   2.5 
Mut.TestRuntime.test_id/1                                    2   50.0   2.5 
Mut.TestSelection.Coverage.degraded_files/1                  2   50.0   2.5 
Mut.TestSelection.Static.literal_module?/1                   2   50.0   2.5 
Mut.Trace.relative_file/1                                    2   50.0   2.5 
Mut.Coverage.Runner.collect_files/4                          2   60.0   2.3 
JSON.Encoder.Mut.Oracle.DispatchSite.encode_meta/1           2   66.7   2.1 
Mut.AstWalk.clause_head_pattern_path_walk?/1                 2   66.7   2.1 
Mut.Coverage.Runner.mix_path/0                               2   66.7   2.1 
Mut.Coverage.Runner.read_coverage_term/1                     2   66.7   2.1 
Mut.FileCopy.copy_tree/2                                     2   66.7   2.1 
Mut.FileCopy.run_cp/1                                        2   66.7   2.1 
Mut.History.Store.tool_version/0                             2   66.7   2.1 
Mut.JSON.encode!/2                                           2   66.7   2.1 
Mut.Metrics.concurrency_snapshot/1                           2   66.7   2.1 
Mut.Oracle.decode_meta/1                                     2   66.7   2.1 
Mut.Oracle.read_lines/1                                      2   66.7   2.1 
Mut.OracleBuild.maybe_remove_work_copy/2                     2   66.7   2.1 
Mut.ProcessTree.parse_pid/1                                  2   66.7   2.1 
Mut.Reporter.GitHubActions.start_location/1                  2   66.7   2.1 
Mut.Reporter.StrykerJson.concurrency_extension/1             2   66.7   2.1 
Mut.Reporter.StrykerJson.validate_files/2                    2   66.7   2.1 
Mut.SchemaBuild.compile/1                                    2   66.7   2.1 
Mut.SchemaBuild.fetch_user_project_root/1                    2   66.7   2.1 
Mut.SchemaBuild.snapshot_for/2                               2   66.7   2.1 
Mut.TestSelection.Coverage.test_ids_to_files/1               2   66.7   2.1 
Mut.Trace.Writer.close_with_count/0                          2   66.7   2.1 
Mut.Trace.Writer.put/1                                       2   66.7   2.1 
Mut.Umbrella.app_name/1                                      2   66.7   2.1 
Mut.Umbrella.umbrella?/1                                     2   66.7   2.1 
Mut.ProcessTree.kill_port/1                                  2   71.4   2.1 
Mut.AstWalk.codegen_body?/1                                  2   75.0   2.1 
Mut.AstWalk.enter_path/2                                     2   75.0   2.1 
Mut.Bootstrap.Overlay.wrap/3                                 2   75.0   2.1 
Mut.Coverage.Parser.module_source/2                          2   75.0   2.1 
Mut.EnvWalker.compute_line_offsets/1                         2   75.0   2.1 
Mut.EnvWalker.walk_operands_hinted/3                         2   75.0   2.1 
Mut.History.Digest.node_line_range/1                         2   75.0   2.1 
Mut.MixManifest.read_combined/1                              2   75.0   2.1 
Mut.Orchestrator.dispatch_results/3                          2   75.0   2.1 
Mut.Orchestrator.enabled_fallback_results/4                  2   75.0   2.1 
Mut.Reporter.StrykerJson.ledger_mutant/1                     2   75.0   2.1 
Mut.SchemaPlacer.enter_path/2                                2   75.0   2.1 
Mut.SchemaPlacer.placement_map/2                             2   75.0   2.1 
Mut.TestRuntime.from_formatter_output/1                      2   75.0   2.1 
Mut.Worker.killing_test/1                                    2   75.0   2.1 
Mut.AstWalk.add_schema_literal/5                             2   80.0   2.0 
Mut.Coverage.Parser.beam_module_source/2                     2   80.0   2.0 
Mut.EnvWalker.emit_variable_candidate/4                      2   80.0   2.0 
Mut.History.Digest.collect_def_clauses/1                     2   80.0   2.0 
Mut.Reporter.Terminal.grouped/1                              2   80.0   2.0 
Mut.Sandbox.verify_baseline/2                                2   80.0   2.0 
Mut.SchemaPlacer.hoist_plan/2                                2   80.0   2.0 
Mut.Worker.spawn_mix/5                                       2   80.0   2.0 
Mut.Reporter.Terminal.selection_block/1                      2   81.8   2.0 
Mut.EnvWalker.byte_offset/3                                  2   83.3   2.0 
Mut.SchemaPlacer.place_with_refusals/2                       2   83.3   2.0 
Mut.OracleBuild.run/2                                        2   85.7   2.0 
Mut.Orchestrator.plan/3                                      2   85.7   2.0 
Mut.Sandbox.restore_baseline_files/2                         2   87.5   2.0 
Mut.SchemaBuild.instrument_files/2                           2   87.5   2.0 
Mut.AstWalk.schema_literal_candidates/1                      2   90.0   2.0 
Mut.EnvWalker.walk_def/4                                     2   90.9   2.0 
Mut.Reporter.Terminal.render_summary/1                       2   92.3   2.0 
JSON.Encoder.Mut.Mutant.encode_function/1                    2   100.0  2.0 
JSON.Encoder.Mut.Mutant.encode_span/1                        2   100.0  2.0 
JSON.Encoder.Mut.Oracle.DispatchSite.encode_function/1       2   100.0  2.0 
Mix.Tasks.Compile.MutOracle.clean/0                          1   0.0    2.0 
Mix.Tasks.Compile.MutOracle.jsonl_path/0                     1   0.0    2.0 
Mix.Tasks.Compile.MutOracle.manifests/0                      1   0.0    2.0 
Mix.Tasks.Mut.absolute_test_paths/2                          1   0.0    2.0 
Mix.Tasks.Mut.app_name/1                                     1   0.0    2.0 
Mix.Tasks.Mut.build_plan/3                                   1   0.0    2.0 
Mix.Tasks.Mut.elapsed/1                                      1   0.0    2.0 
Mix.Tasks.Mut.executable_count/1                             1   0.0    2.0 
Mix.Tasks.Mut.execute_fallback_mutant/3                      1   0.0    2.0 
Mix.Tasks.Mut.execute_schema_mutant/3                        1   0.0    2.0 
Mix.Tasks.Mut.final_mutant/1                                 1   0.0    2.0 
Mix.Tasks.Mut.html_output_path/1                             1   0.0    2.0 
Mix.Tasks.Mut.output_tail/1                                  1   0.0    2.0 
Mix.Tasks.Mut.pathological_coverage_collection?/2            2   100.0  2.0 
Mix.Tasks.Mut.record_after_run/4                             1   0.0    2.0 
Mix.Tasks.Mut.record_result/3                                1   0.0    2.0 
Mix.Tasks.Mut.record_reused/2                                1   0.0    2.0 
Mix.Tasks.Mut.record_selection_metrics/4                     1   0.0    2.0 
Mix.Tasks.Mut.run_fallback_mutants/3                         1   0.0    2.0 
Mix.Tasks.Mut.run_id/0                                       1   0.0    2.0 
Mix.Tasks.Mut.run_schema_mutants/3                           1   0.0    2.0 
Mix.Tasks.Mut.source_loader/1                                1   0.0    2.0 
Mix.Tasks.Mut.thresholds/1                                   1   0.0    2.0 
Mix.Tasks.Mut.E2e.assert_attribute!/1                        1   0.0    2.0 
Mix.Tasks.Mut.E2e.assert_default!/1                          1   0.0    2.0 
Mix.Tasks.Mut.E2e.child_env/0                                1   0.0    2.0 
Mix.Tasks.Mut.E2e.counts/1                                   1   0.0    2.0 
Mix.Tasks.Mut.E2e.mutants/1                                  1   0.0    2.0 
Mix.Tasks.Mut.E2e.run/1                                      1   0.0    2.0 
Mix.Tasks.Mut.E2e.run_incremental_scenario!/0                1   0.0    2.0 
Mix.Tasks.Mut.E2e.score/1                                    1   0.0    2.0 
Mix.Tasks.Mut.E2e.stable_ids/1                               1   0.0    2.0 
Mix.Tasks.Mut.E2e.stable_ids_by_status/2                     1   0.0    2.0 
Mix.Tasks.Mut.E2e.summary_line/1                             1   0.0    2.0 
Mix.Tasks.Mut.TestFallback.assert_sandbox_clean!/2           1   0.0    2.0 
Mix.Tasks.Mut.TestFallback.baseline_files/1                  1   0.0    2.0 
Mix.Tasks.Mut.TestFallback.dependent_count/2                 1   0.0    2.0 
Mix.Tasks.Mut.TestFallback.dependent_summary/1               1   0.0    2.0 
Mix.Tasks.Mut.TestFallback.elapsed/1                         1   0.0    2.0 
Mix.Tasks.Mut.TestFallback.expected/1                        1   0.0    2.0 
Mix.Tasks.Mut.TestFallback.run/1                             1   0.0    2.0 
Mix.Tasks.Mut.TestFallback.run_mutants/4                     1   0.0    2.0 
Mix.Tasks.Mut.TestFallback.source/1                          1   0.0    2.0 
Mix.Tasks.Mut.TestFallback.validate_stryker_json!/2          1   0.0    2.0 
Mix.Tasks.Mut.TestSchema.elapsed/1                           1   0.0    2.0 
Mix.Tasks.Mut.TestSchema.run/1                               1   0.0    2.0 
Mix.Tasks.Mut.TestSchema.run_expectations/4                  1   0.0    2.0 
Mix.Tasks.Mut.TestSchema.selection_summary/1                 1   0.0    2.0 
Mix.Tasks.Mut.TestSchema.source/1                            1   0.0    2.0 
Mix.Tasks.Mut.TestSchema.validate_stryker_json!/2            1   0.0    2.0 
Mut.AstWalk.attribute_pre/2                                  2   100.0  2.0 
Mut.AstWalk.attribute_value_column/3                         2   100.0  2.0 
Mut.AstWalk.body_position?/1                                 2   100.0  2.0 
Mut.AstWalk.collect_lhs_bindings/1                           2   100.0  2.0 
Mut.AstWalk.conditional_pre/2                                2   100.0  2.0 
Mut.AstWalk.current_module/1                                 2   100.0  2.0 
Mut.AstWalk.dispatch_candidates/2                            2   100.0  2.0 
Mut.AstWalk.enter_codegen/2                                  2   100.0  2.0 
Mut.AstWalk.enter_module/2                                   2   100.0  2.0 
Mut.AstWalk.exit_codegen/2                                   2   100.0  2.0 
Mut.AstWalk.exit_module/2                                    2   100.0  2.0 
Mut.AstWalk.fallback_source_text_span/3                      2   100.0  2.0 
Mut.AstWalk.filter_deletable/2                               2   100.0  2.0 
Mut.AstWalk.flatten_pipeline/1                               2   100.0  2.0 
Mut.AstWalk.function_head_path?/1                            2   100.0  2.0 
Mut.AstWalk.function_head_walk?/1                            2   100.0  2.0 
Mut.AstWalk.guard_candidates/2                               2   100.0  2.0 
Mut.AstWalk.guard_dispatch_pre/2                             2   100.0  2.0 
Mut.AstWalk.guard_pre/2                                      2   100.0  2.0 
Mut.AstWalk.ignored_path?/1                                  2   100.0  2.0 
Mut.AstWalk.in_function_body?/1                              2   100.0  2.0 
Mut.AstWalk.marked?/1                                        2   100.0  2.0 
Mut.AstWalk.maybe_guard_candidates/3                         2   100.0  2.0 
Mut.AstWalk.module_body_statements/1                         2   100.0  2.0 
Mut.AstWalk.mutalisk_ignore_attribute?/1                     2   100.0  2.0 
Mut.AstWalk.no_descend?/1                                    2   100.0  2.0 
Mut.AstWalk.orphan_binding_hazard?/2                         2   100.0  2.0 
Mut.AstWalk.parse_with_literal_encoder/2                     1   0.0    2.0 
Mut.AstWalk.pipe_post/2                                      2   100.0  2.0 
Mut.AstWalk.pre/2                                            2   100.0  2.0 
Mut.AstWalk.prune_marked/1                                   2   100.0  2.0 
Mut.AstWalk.rendered_span/3                                  2   100.0  2.0 
Mut.AstWalk.value_meta/2                                     2   100.0  2.0 
Mut.ChildProcess.executable_path/1                           2   100.0  2.0 
Mut.ChildProcess.kill_port/1                                 1   0.0    2.0 
Mut.ChildProcess.maybe_put/3                                 2   100.0  2.0 
Mut.Cli.compile_exclude/1                                    2   100.0  2.0 
Mut.Cli.enable_given?/2                                      2   100.0  2.0 
Mut.Cli.known_mutator_names/0                                1   0.0    2.0 
Mut.Cli.normalize_name/1                                     2   100.0  2.0 
Mut.Cli.selection/2                                          2   100.0  2.0 
Mut.Cli.validate_reporters/1                                 2   100.0  2.0 
Mut.Cli.validate_targets/1                                   2   100.0  2.0 
Mut.CompileRollback.apply_invalidations/4                    1   0.0    2.0 
Mut.CompileRollback.diagnostics_by_id/1                      1   0.0    2.0 
Mut.CompileRollback.exhausted_files/4                        1   0.0    2.0 
Mut.CompileRollback.initial_invalid_by_file/1                1   0.0    2.0 
Mut.CompileRollback.move_invalid/3                           1   0.0    2.0 
Mut.CompileRollback.rerender_files/6                         1   0.0    2.0 
Mut.CompileRollback.run/4                                    1   0.0    2.0 
Mut.CompileRollback.success/1                                1   0.0    2.0 
Mut.Config.config_file/0                                     1   0.0    2.0 
Mut.Config.load_file/1                                       2   100.0  2.0 
Mut.Coverage.Runner.ensure_overlay/1                         2   100.0  2.0 
Mut.Coverage.Runner.output_tail/1                            1   0.0    2.0 
Mut.Coverage.Runner.run_coverage_mix/4                       2   100.0  2.0 
Mut.EnvSnapshot.skip_reason_scope/1                          2   100.0  2.0 
Mut.EnvSnapshot.skip_reason_span/1                           2   100.0  2.0 
Mut.EnvSnapshot.skip_reason_trust/1                          2   100.0  2.0 
Mut.EnvWalker.bindable_var?/1                                2   100.0  2.0 
Mut.EnvWalker.classify_user_call/4                           2   100.0  2.0 
Mut.EnvWalker.codegen_body?/1                                2   100.0  2.0 
Mut.EnvWalker.generated?/2                                   2   100.0  2.0 
Mut.EnvWalker.map_update?/1                                  2   100.0  2.0 
Mut.EnvWalker.mutable_target?/2                              2   100.0  2.0 
Mut.EnvWalker.walk_head_args/2                               2   100.0  2.0 
Mut.FileCopy.plain_copy/2                                    1   0.0    2.0 
Mut.History.Digest.function_index/1                          2   100.0  2.0 
Mut.History.Reuse.timeout_ok?/2                              2   100.0  2.0 
Mut.History.Store.path/2                                     2   100.0  2.0 
Mut.History.Store.previous_generation/1                      2   100.0  2.0 
Mut.History.Store.previous_verdicts/1                        2   100.0  2.0 
Mut.History.Store.read_file/1                                2   100.0  2.0 
Mut.JSON.encode/1                                            1   0.0    2.0 
Mut.LastKiller.record_kill/3                                 2   100.0  2.0 
Mut.Match.compatible_pairs/4                                 2   100.0  2.0 
Mut.Match.refine_by_span/1                                   2   100.0  2.0 
Mut.Match.AlwaysCompatible.applicable?/2                     1   0.0    2.0 
Mut.Match.AlwaysCompatible.compatible?/2                     2   100.0  2.0 
Mut.Match.AlwaysCompatible.description/0                     1   0.0    2.0 
Mut.Match.AlwaysCompatible.equivalent?/1                     1   0.0    2.0 
Mut.Match.AlwaysCompatible.mutate/2                          1   0.0    2.0 
Mut.Match.AlwaysCompatible.name/0                            1   0.0    2.0 
Mut.Match.AlwaysCompatible.targets/0                         1   0.0    2.0 
Mut.Match.Registry.list/0                                    2   100.0  2.0 
Mut.MemoryWatchdog.sample/2                                  1   0.0    2.0 
Mut.MemoryWatchdog.write_header/1                            1   0.0    2.0 
Mut.Metrics.add_reused/2                                     1   0.0    2.0 
Mut.Metrics.average/1                                        2   100.0  2.0 
Mut.Metrics.fallback_count_pct/1                             2   100.0  2.0 
Mut.Metrics.maybe_increment_fallback_reason/2                2   100.0  2.0 
Mut.Metrics.median_lower/1                                   2   100.0  2.0 
Mut.Metrics.put_fanout/2                                     2   100.0  2.0 
Mut.Metrics.score/3                                          2   100.0  2.0 
Mut.Metrics.set_coverage_collection_wall_ms/2                2   100.0  2.0 
Mut.Metrics.set_planned_total/2                              2   100.0  2.0 
Mut.Metrics.with_phase/3                                     2   100.0  2.0 
Mut.MixManifest.compile_dependent_list/3                     2   100.0  2.0 
Mut.Mutator.Arithmetic.description/0                         1   0.0    2.0 
Mut.Mutator.Arithmetic.mutate/2                              2   100.0  2.0 
Mut.Mutator.AtomLiteral.allowlisted_atom?/1                  2   100.0  2.0 
Mut.Mutator.AtomLiteral.description/0                        1   0.0    2.0 
Mut.Mutator.AtomLiteral.mutate/2                             2   100.0  2.0 
Mut.Mutator.AttributeLiteral.applicable?/2                   2   100.0  2.0 
Mut.Mutator.AttributeLiteral.charlist?/1                     2   100.0  2.0 
Mut.Mutator.AttributeLiteral.description/0                   1   0.0    2.0 
Mut.Mutator.AttributeLiteral.mutate/2                        2   100.0  2.0 
Mut.Mutator.BitwiseOperator.description/0                    1   0.0    2.0 
Mut.Mutator.BitwiseOperator.equivalent?/1                    1   0.0    2.0 
Mut.Mutator.BitwiseOperator.mutate/2                         2   100.0  2.0 
Mut.Mutator.BitwiseOperator.name/0                           1   0.0    2.0 
Mut.Mutator.Boolean.description/0                            1   0.0    2.0 
Mut.Mutator.Boolean.mutate/2                                 2   100.0  2.0 
Mut.Mutator.BooleanLiteral.build_mutations/1                 1   0.0    2.0 
Mut.Mutator.BooleanLiteral.description/0                     1   0.0    2.0 
Mut.Mutator.BooleanLiteral.equivalent?/1                     1   0.0    2.0 
Mut.Mutator.BooleanLiteral.name/0                            1   0.0    2.0 
Mut.Mutator.ClauseDelete.construct_node?/1                   2   100.0  2.0 
Mut.Mutator.ClauseDelete.description/0                       1   0.0    2.0 
Mut.Mutator.ClauseDelete.equivalent?/1                       1   0.0    2.0 
Mut.Mutator.ClauseDelete.mutate/2                            2   100.0  2.0 
Mut.Mutator.CollectionEmpty.description/0                    1   0.0    2.0 
Mut.Mutator.CollectionEmpty.equivalent?/1                    1   0.0    2.0 
Mut.Mutator.CollectionEmpty.map_update?/1                    2   100.0  2.0 
Mut.Mutator.CollectionEmpty.mutate/2                         2   100.0  2.0 
Mut.Mutator.ComparisonBoundary.description/0                 1   0.0    2.0 
Mut.Mutator.ComparisonBoundary.mutate/2                      2   100.0  2.0 
Mut.Mutator.ComparisonNegation.description/0                 1   0.0    2.0 
Mut.Mutator.ComparisonNegation.mutate/2                      2   100.0  2.0 
Mut.Mutator.ConcatOperator.description/0                     1   0.0    2.0 
Mut.Mutator.ConcatOperator.mutate/2                          2   100.0  2.0 
Mut.Mutator.Defaults.opt_in/0                                1   0.0    2.0 
Mut.Mutator.Defaults.register_all/0                          1   0.0    2.0 
Mut.Mutator.FloatLiteral.description/0                       1   0.0    2.0 
Mut.Mutator.FloatLiteral.float_literal?/1                    2   100.0  2.0 
Mut.Mutator.FloatLiteral.mutate/2                            2   100.0  2.0 
Mut.Mutator.FloatLiteral.replacements/1                      2   100.0  2.0 
Mut.Mutator.FunctionReplace.description/0                    1   0.0    2.0 
Mut.Mutator.FunctionReplace.name_arity/1                     2   100.0  2.0 
Mut.Mutator.FunctionReplace.rename/2                         2   100.0  2.0 
Mut.Mutator.GuardBoolean.build_mutations/1                   2   100.0  2.0 
Mut.Mutator.GuardBoolean.description/0                       1   0.0    2.0 
Mut.Mutator.GuardBoolean.equivalent?/1                       1   0.0    2.0 
Mut.Mutator.GuardBoolean.mutate/2                            2   100.0  2.0 
Mut.Mutator.GuardComparisonBoundary.description/0            1   0.0    2.0 
Mut.Mutator.GuardComparisonBoundary.mutate/2                 2   100.0  2.0 
Mut.Mutator.GuardComparisonNegation.description/0            1   0.0    2.0 
Mut.Mutator.GuardComparisonNegation.mutate/2                 2   100.0  2.0 
Mut.Mutator.GuardTypeTest.description/0                      1   0.0    2.0 
Mut.Mutator.GuardTypeTest.mutate/2                           2   100.0  2.0 
Mut.Mutator.IntegerLiteral.build_mutations/1                 1   0.0    2.0 
Mut.Mutator.IntegerLiteral.description/0                     1   0.0    2.0 
Mut.Mutator.IntegerLiteral.equivalent?/1                     1   0.0    2.0 
Mut.Mutator.IntegerLiteral.name/0                            1   0.0    2.0 
Mut.Mutator.MapUpdateDrop.applicable?/2                      2   100.0  2.0 
Mut.Mutator.MapUpdateDrop.description/0                      1   0.0    2.0 
Mut.Mutator.MapUpdateDrop.equivalent?/1                      1   0.0    2.0 
Mut.Mutator.MapUpdateDrop.map_update?/1                      2   100.0  2.0 
Mut.Mutator.MapUpdateDrop.mutate/2                           2   100.0  2.0 
Mut.Mutator.Membership.description/0                         1   0.0    2.0 
Mut.Mutator.Membership.mutate/2                              2   100.0  2.0 
Mut.Mutator.Membership.name/0                                1   0.0    2.0 
